name,id,primaryCuisineId,address,chainCode,chainName,chainMainCode,cuisines,heroImage,heroListingImage,latitude,longitude,minimumDeliveryTime,minimumDeliveryTimeUpperLimit,minimumDeliveryTimeLowerLimit,minimumOrderAmount,minimumPickupTime,postCode,rating,urlKey,reviewNumber,vendorPoints,webPath,legalName,tradeRegisterNumber,customerPhone,vertical,deliveryProvider,isActive,is_best_in_city,is_new,is_delivery_enabled,is_pickup_enabled,is_service_fee_enabled,is_test,is_promoted
Javaid Nihari - Sharfabad,55022,139,"Sumya Terrace, Alamgir Rd, Maqboolabad Society Maqboolabad CHS, Karachi, Karachi City, Sindh",ce2nz,Javaid Nihari ,d6gv,"Pulao, Paratha, Pakistani, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/d6gv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/d6gv-listing.jpg,24.88552965,67.0620584,17025,180,160,0,15,75400,4.3,javaid-nihari-sharfabad,8035,16096,https://foodpanda.pk/restaurant/d6gv/javaid-nihari-sharfabad,JAVED NIHARI,+923121147233,+923347744567,restaurants,dine_in,true,false,false,true,true,false,false,false
Javaid Nihari - Sharfabad,55022,139,"Sumya Terrace, Alamgir Rd, Maqboolabad Society Maqboolabad CHS, Karachi, Karachi City, Sindh",ce2nz,Javaid Nihari ,d6gv,"Pulao, Paratha, Pakistani, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/d6gv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/d6gv-listing.jpg,24.88552965,67.0620584,17025,180,160,0,15,75400,4.3,javaid-nihari-sharfabad,8035,16096,https://foodpanda.pk/restaurant/d6gv/javaid-nihari-sharfabad,JAVED NIHARI,+923121147233,+923347744567,restaurants,dine_in,true,false,false,true,true,false,false,false
Daadi Ka Dastarkhawan,93076,139,Address: B9/51 near Kali tanky jhanda Chowk behind Jacob line karachi,,,,"Beverages, Pakistani, Desserts, Qeema",https://images.deliveryhero.io/image/fd-pk/LH/vg1g-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vg1g-listing.jpg,24.8660317,67.0442617,17015,180,160,0,10,78999090,3.9,daadi-ka-dastarkhawan,139,21554,https://foodpanda.pk/restaurant/vg1g/daadi-ka-dastarkhawan,KAWISH ALI,+923333015603,+923333015603,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Daadi Ka Dastarkhawan,93076,139,Address: B9/51 near Kali tanky jhanda Chowk behind Jacob line karachi,,,,"Beverages, Pakistani, Desserts, Qeema",https://images.deliveryhero.io/image/fd-pk/LH/vg1g-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/vg1g-listing.jpg,24.8660317,67.0442617,17015,180,160,0,10,78999090,3.9,daadi-ka-dastarkhawan,139,21554,https://foodpanda.pk/restaurant/vg1g/daadi-ka-dastarkhawan,KAWISH ALI,+923333015603,+923333015603,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Cafe Umda,39721,139,"shop 1shop 1, C/138 commercial area Tariq road Karachi, opposite panjab milk shop",,,,"Wraps & Rolls, Pulao, Paratha, Pakistani, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/w5mv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5mv-listing.jpg,24.87158677,67.0589989,0,,,0,12,75400,4.2,cafe-umda,838,0,https://foodpanda.pk/restaurant/w5mv/cafe-umda,MUHAMMAD UMER,,+923478396771,restaurants,dine_in,true,false,false,true,true,false,false,false
Cafe Umda,39721,139,"shop 1shop 1, C/138 commercial area Tariq road Karachi, opposite panjab milk shop",,,,"Wraps & Rolls, Pulao, Paratha, Pakistani, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/w5mv-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5mv-listing.jpg,24.87158677,67.0589989,0,,,0,12,75400,4.2,cafe-umda,838,0,https://foodpanda.pk/restaurant/w5mv/cafe-umda,MUHAMMAD UMER,,+923478396771,restaurants,dine_in,true,false,false,true,true,false,false,false
Tehzeeb Kitchen,92808,139,"Flat 502 5th Floor,Al Makkah Paradise Block 16 FB Area.",,,,"Beverages, Pulao, Pakistani, Qeema",https://images.deliveryhero.io/image/fd-pk/LH/s1s9-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s1s9-listing.jpg,24.9349686,67.0782471,0,,,0,15,789099900,2.2,tehzeeb-kitchen-s1s9,46,20198,https://foodpanda.pk/restaurant/s1s9/tehzeeb-kitchen-s1s9,AMBER HASSAN,+923333419669,+923333419669,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Tehzeeb Kitchen,92808,139,"Flat 502 5th Floor,Al Makkah Paradise Block 16 FB Area.",,,,"Beverages, Pulao, Pakistani, Qeema",https://images.deliveryhero.io/image/fd-pk/LH/s1s9-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s1s9-listing.jpg,24.9349686,67.0782471,0,,,0,15,789099900,2.2,tehzeeb-kitchen-s1s9,46,20198,https://foodpanda.pk/restaurant/s1s9/tehzeeb-kitchen-s1s9,AMBER HASSAN,+923333419669,+923333419669,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Cafe Mughal,81003,139,"Khwaja Shamsuudin Azeemi Rd, Sector 4 B Surjani Town, Karachi, Karachi City, Sindh",,,,"Wraps & Rolls, Beverages, Paratha, Pakistani, Fast Food, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/lj4w-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/lj4w-listing.jpg,25.0140475,67.06469455,0,,,0,15,07511,3.1,cafe-mughal,33,8628,https://foodpanda.pk/restaurant/lj4w/cafe-mughal,Akif Baig,+923452709857,+923452709857,restaurants,dine_in,true,false,false,true,true,false,false,false
Cafe Mughal,81003,139,"Khwaja Shamsuudin Azeemi Rd, Sector 4 B Surjani Town, Karachi, Karachi City, Sindh",,,,"Wraps & Rolls, Beverages, Paratha, Pakistani, Fast Food, Tea & Coffee",https://images.deliveryhero.io/image/fd-pk/LH/lj4w-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/lj4w-listing.jpg,25.0140475,67.06469455,0,,,0,15,07511,3.1,cafe-mughal,33,8628,https://foodpanda.pk/restaurant/lj4w/cafe-mughal,Akif Baig,+923452709857,+923452709857,restaurants,dine_in,true,false,false,true,true,false,false,false
Chef Asma Kitchen,92483,139,"Noman Grand City, Noman Grand City Flat no D -22 , Noman Grand City",,,,"Beverages, Paratha, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/xtfx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/xtfx-listing.jpg,24.911089,67.1220996,0,,,0,15,78997898,4.3,chef-asma-kitchen,210,21241,https://foodpanda.pk/restaurant/xtfx/chef-asma-kitchen,MUHAMMAD USMAN KHAN,+923343726694,+923343726694,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Chef Asma Kitchen,92483,139,"Noman Grand City, Noman Grand City Flat no D -22 , Noman Grand City",,,,"Beverages, Paratha, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/xtfx-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/xtfx-listing.jpg,24.911089,67.1220996,0,,,0,15,78997898,4.3,chef-asma-kitchen,210,21241,https://foodpanda.pk/restaurant/xtfx/chef-asma-kitchen,MUHAMMAD USMAN KHAN,+923343726694,+923343726694,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Crunchy Bites,94661,139,"Shop no. 16, Gulzar e Erum Sector 24-B, KDA Scheme 33, Karachi",,,,"Wraps & Rolls, Beverages, BBQ, Pakistani, Broast",https://images.deliveryhero.io/image/fd-pk/LH/rc5f-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/rc5f-listing.jpg,24.9602022,67.1414517,0,,,0,15,74600,5,crunchy-bites-rc5f,1,7160,https://foodpanda.pk/restaurant/rc5f/crunchy-bites-rc5f,SHAHNIHAL S/O NASRULLAH,+923162469352,+923162469352,restaurants,platform_delivery,true,false,true,true,true,false,false,false
Crunchy Bites,94661,139,"Shop no. 16, Gulzar e Erum Sector 24-B, KDA Scheme 33, Karachi",,,,"Wraps & Rolls, Beverages, BBQ, Pakistani, Broast",https://images.deliveryhero.io/image/fd-pk/LH/rc5f-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/rc5f-listing.jpg,24.9602022,67.1414517,0,,,0,15,74600,5,crunchy-bites-rc5f,1,7160,https://foodpanda.pk/restaurant/rc5f/crunchy-bites-rc5f,SHAHNIHAL S/O NASRULLAH,+923162469352,+923162469352,restaurants,platform_delivery,true,false,true,true,true,false,false,false
Sana Danish Foods,94746,139,"R575 sector 16 A BUFFER ZONE,",,,,"Beverages, Pakistani, Chinese, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/h363-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/h363-listing.jpg,24.947214,67.067284,17025,180,160,0,10,74100,4.5,sana-danish-foods,3,16148,https://foodpanda.pk/restaurant/h363/sana-danish-foods,SANA DANISH,+923152513951,+923152513951,home_based_kitchen,platform_delivery,true,false,true,true,false,false,false,false
Sana Danish Foods,94746,139,"R575 sector 16 A BUFFER ZONE,",,,,"Beverages, Pakistani, Chinese, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/h363-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/h363-listing.jpg,24.947214,67.067284,17025,180,160,0,10,74100,4.5,sana-danish-foods,3,16148,https://foodpanda.pk/restaurant/h363/sana-danish-foods,SANA DANISH,+923152513951,+923152513951,home_based_kitchen,platform_delivery,true,false,true,true,false,false,false,false
Arab Shawarma,41843,139,shop 25 Jamshed Quarters Near New  Town Masjid  Jamshed Rd,,,,Pakistani,https://images.deliveryhero.io/image/fd-pk/LH/e9kj-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/e9kj-listing.jpg,24.8808278,67.041671,0,,,0,12,75400,4.2,arab-shawarma-e9kj,529,11938,https://foodpanda.pk/restaurant/e9kj/arab-shawarma-e9kj,Muhammad Nabeel,,+923102200256,restaurants,dine_in,true,false,false,true,true,false,false,false
Arab Shawarma,41843,139,shop 25 Jamshed Quarters Near New  Town Masjid  Jamshed Rd,,,,Pakistani,https://images.deliveryhero.io/image/fd-pk/LH/e9kj-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/e9kj-listing.jpg,24.8808278,67.041671,0,,,0,12,75400,4.2,arab-shawarma-e9kj,529,11938,https://foodpanda.pk/restaurant/e9kj/arab-shawarma-e9kj,Muhammad Nabeel,,+923102200256,restaurants,dine_in,true,false,false,true,true,false,false,false
Dumplings by Sai's Pantry,93930,139,"A-7 kabana square street no:9 near Dehli Sohail restaurant. Block L, North Nazimabad",,,,"Beverages, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/rjdt-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/rjdt-listing.jpg,24.939789,67.052528,0,,,0,15,74700,4,dumplings-by-sais-pantry-rjdt,102,22201,https://foodpanda.pk/restaurant/rjdt/dumplings-by-sais-pantry-rjdt,Sai's Pantry,+923072696274,+923020652121,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Dumplings by Sai's Pantry,93930,139,"A-7 kabana square street no:9 near Dehli Sohail restaurant. Block L, North Nazimabad",,,,"Beverages, Pakistani",https://images.deliveryhero.io/image/fd-pk/LH/rjdt-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/rjdt-listing.jpg,24.939789,67.052528,0,,,0,15,74700,4,dumplings-by-sais-pantry-rjdt,102,22201,https://foodpanda.pk/restaurant/rjdt/dumplings-by-sais-pantry-rjdt,Sai's Pantry,+923072696274,+923020652121,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Balochistan Sajji,28539,139,"Shop 1 Shalimar Shopping Center Gulistan-e-Jauhar, Block 17, Karachi",cc4bx,Balochistan Sajji,v2ni,"Wraps & Rolls, Pulao, Paratha, Pakistani, Seafood, Chinese, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/v2ni-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2ni-listing.jpg,24.90833245,67.11977705,17040,180,160,0,20,75290,4,balochistan-sajji,18716,16428,https://foodpanda.pk/restaurant/v2ni/balochistan-sajji,BALOCHISTAN SAJJI,+923007010952,+923007010952,restaurants,dine_in,true,false,false,true,true,false,false,false
Balochistan Sajji,28539,139,"Shop 1 Shalimar Shopping Center Gulistan-e-Jauhar, Block 17, Karachi",cc4bx,Balochistan Sajji,v2ni,"Wraps & Rolls, Pulao, Paratha, Pakistani, Seafood, Chinese, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/v2ni-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/v2ni-listing.jpg,24.90833245,67.11977705,17040,180,160,0,20,75290,4,balochistan-sajji,18716,16428,https://foodpanda.pk/restaurant/v2ni/balochistan-sajji,BALOCHISTAN SAJJI,+923007010952,+923007010952,restaurants,dine_in,true,false,false,true,true,false,false,false
Del Frio - Gulshan,25646,103,"FL 3, Block 4 Gulshan-e-Iqbal,",,,,"Shakes, Pasta, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/n3gr-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3gr-listing.jpg,24.930652,67.099172,17035,180,160,0,15,75300,4,del-frio-gulshan,2959,14074,https://foodpanda.pk/restaurant/n3gr/del-frio-gulshan,LAKHANI FOODS,422017323269-7,+923001378777,"restaurants, street_food",dine_in,true,false,false,true,true,false,false,false
Del Frio - Gulshan,25646,103,"FL 3, Block 4 Gulshan-e-Iqbal,",,,,"Shakes, Pasta, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/n3gr-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3gr-listing.jpg,24.930652,67.099172,17035,180,160,0,15,75300,4,del-frio-gulshan,2959,14074,https://foodpanda.pk/restaurant/n3gr/del-frio-gulshan,LAKHANI FOODS,422017323269-7,+923001378777,"restaurants, street_food",dine_in,true,false,false,true,true,false,false,false
Cafe Narejo,60060,139,"Bukhari Rd, Chandio Punjab Colony, Karachi, Karachi",ch6jr,Narejo,pn64,"Beverages, Pulao, Pakistani, Tea & Coffee, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/pn64-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/pn64-listing.jpg,24.83113225,67.04504085,0,,,0,15,75600,4,cafe-narejo,572,0,https://foodpanda.pk/restaurant/pn64/cafe-narejo,GHULAM ABBAS,+923002455091,+923002455091,restaurants,dine_in,true,false,false,true,true,false,false,false
Cafe Narejo,60060,139,"Bukhari Rd, Chandio Punjab Colony, Karachi, Karachi",ch6jr,Narejo,pn64,"Beverages, Pulao, Pakistani, Tea & Coffee, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/pn64-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/pn64-listing.jpg,24.83113225,67.04504085,0,,,0,15,75600,4,cafe-narejo,572,0,https://foodpanda.pk/restaurant/pn64/cafe-narejo,GHULAM ABBAS,+923002455091,+923002455091,restaurants,dine_in,true,false,false,true,true,false,false,false
Rohaan Biryani Centre- Saddar,46838,139,Rohaan Biryani Centre and Restaurant,,,,"Pulao, Pakistani, Biryani, Qeema, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/g7cz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/g7cz-listing.jpg,24.8661501,67.036517,0,,,0,15,74400,3.2,rohaan-biryani-centre-saddar,137,9287,https://foodpanda.pk/restaurant/g7cz/rohaan-biryani-centre-saddar,MUHAMMAD IMRAN,+923132195942,+923132195942,restaurants,dine_in,true,false,false,true,true,false,false,false
Rohaan Biryani Centre- Saddar,46838,139,Rohaan Biryani Centre and Restaurant,,,,"Pulao, Pakistani, Biryani, Qeema, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/g7cz-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/g7cz-listing.jpg,24.8661501,67.036517,0,,,0,15,74400,3.2,rohaan-biryani-centre-saddar,137,9287,https://foodpanda.pk/restaurant/g7cz/rohaan-biryani-centre-saddar,MUHAMMAD IMRAN,+923132195942,+923132195942,restaurants,dine_in,true,false,false,true,true,false,false,false
Master Naan & Shermaal House,25268,139,"Plot no 1-C, Shahbaz Commercial Area, Phase 6 DHA, Karachi",cd1kr,Master Naan & Shermaal House,p9el,"Samosa, Pulao, Paratha, Pakistani, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n3hb-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3hb-listing.jpg,24.8081677,67.06201995,17015,180,160,0,10,75500,4.1,master-naan-and-shermaal-house,5730,15786,https://foodpanda.pk/restaurant/n3hb/master-naan-and-shermaal-house,Abid Mahmood Arain,,+923004979806,restaurants,dine_in,true,false,false,true,true,false,false,false
Master Naan & Shermaal House,25268,139,"Plot no 1-C, Shahbaz Commercial Area, Phase 6 DHA, Karachi",cd1kr,Master Naan & Shermaal House,p9el,"Samosa, Pulao, Paratha, Pakistani, Qeema, Karahi & Handi, Nihari",https://images.deliveryhero.io/image/fd-pk/LH/n3hb-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/n3hb-listing.jpg,24.8081677,67.06201995,17015,180,160,0,10,75500,4.1,master-naan-and-shermaal-house,5730,15786,https://foodpanda.pk/restaurant/n3hb/master-naan-and-shermaal-house,Abid Mahmood Arain,,+923004979806,restaurants,dine_in,true,false,false,true,true,false,false,false
Waqar Biryani center,61597,193,"Shop no. 4-5, Block 18, johar squire  Johar Chowrangi, Gulistan-e-Johar Karachi",,,,"Pulao, Pakistani, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/bcjg-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/bcjg-listing.jpg,24.91125525,67.1261722,17035,180,160,0,10,75290,4,waqar-biryani-center,517,12354,https://foodpanda.pk/restaurant/bcjg/waqar-biryani-center,MIRAJ AHMED,+923138029788,+923138029788,restaurants,dine_in,true,false,false,true,true,false,false,false
Waqar Biryani center,61597,193,"Shop no. 4-5, Block 18, johar squire  Johar Chowrangi, Gulistan-e-Johar Karachi",,,,"Pulao, Pakistani, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/bcjg-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/bcjg-listing.jpg,24.91125525,67.1261722,17035,180,160,0,10,75290,4,waqar-biryani-center,517,12354,https://foodpanda.pk/restaurant/bcjg/waqar-biryani-center,MIRAJ AHMED,+923138029788,+923138029788,restaurants,dine_in,true,false,false,true,true,false,false,false
Waqas Rajput Pakwan Centre,36079,139,"Shop # 11, Faraz View, Gulistan e Jauhar Block 13, Karachi",,,,"Pulao, Pakistani, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/w5px-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5px-listing.jpg,24.9101217,67.1295392,0,,,0,12,75330,4.1,waqas-rajput-pakwan-centre,507,0,https://foodpanda.pk/restaurant/w5px/waqas-rajput-pakwan-centre,KHALIL AHMED,,+923122606387,restaurants,dine_in,true,false,false,true,true,false,false,false
Waqas Rajput Pakwan Centre,36079,139,"Shop # 11, Faraz View, Gulistan e Jauhar Block 13, Karachi",,,,"Pulao, Pakistani, Biryani",https://images.deliveryhero.io/image/fd-pk/LH/w5px-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/w5px-listing.jpg,24.9101217,67.1295392,0,,,0,12,75330,4.1,waqas-rajput-pakwan-centre,507,0,https://foodpanda.pk/restaurant/w5px/waqas-rajput-pakwan-centre,KHALIL AHMED,,+923122606387,restaurants,dine_in,true,false,false,true,true,false,false,false
The Divine Herbs,94302,139,"DHA phase 6 Khayaban e Rahat lane 1 building 11 C, 3RD STREET",,,,"Beverages, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/ahwl-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ahwl-listing.jpg,24.8093622,67.0705912,0,,,0,15,74400,4.6,the-divine-herbs,39,19352,https://foodpanda.pk/restaurant/ahwl/the-divine-herbs,AMNA QURESHI,+923363750736,+923363750736,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
The Divine Herbs,94302,139,"DHA phase 6 Khayaban e Rahat lane 1 building 11 C, 3RD STREET",,,,"Beverages, Pakistani, Desserts",https://images.deliveryhero.io/image/fd-pk/LH/ahwl-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/ahwl-listing.jpg,24.8093622,67.0705912,0,,,0,15,74400,4.6,the-divine-herbs,39,19352,https://foodpanda.pk/restaurant/ahwl/the-divine-herbs,AMNA QURESHI,+923363750736,+923363750736,home_based_kitchen,platform_delivery,true,false,false,true,false,false,false,false
Mendeez - Badar Commercial,88713,0,"plot 7, lane 12, Badar Commercial Area Defence V Defence Housing Authority, Karachi, Karachi City, Sindh 75500",,,,,https://images.deliveryhero.io/image/fd-pk/LH/btm8-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/btm8-listing.jpg,24.7997541,67.046946,17015,180,160,0,10,75400,0,mendeez-badar-commercial,0,0,https://foodpanda.pk/restaurant/btm8/mendeez-badar-commercial,Siddiqsons Ecomm (Private) Limited,,+923362603381,"sports_and_fashion, fashion",platform_delivery,true,false,false,true,false,false,false,false
Mendeez - Badar Commercial,88713,0,"plot 7, lane 12, Badar Commercial Area Defence V Defence Housing Authority, Karachi, Karachi City, Sindh 75500",,,,,https://images.deliveryhero.io/image/fd-pk/LH/btm8-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/btm8-listing.jpg,24.7997541,67.046946,17015,180,160,0,10,75400,0,mendeez-badar-commercial,0,0,https://foodpanda.pk/restaurant/btm8/mendeez-badar-commercial,Siddiqsons Ecomm (Private) Limited,,+923362603381,"sports_and_fashion, fashion",platform_delivery,true,false,false,true,false,false,false,false
Z'roasto,92241,86,"Block N,  Block N B64 shop #3 block n North Nazimabad",,,,"Beverages, Shawarma, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/a5qe-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/a5qe-listing.jpg,24.9467865,67.0564336,0,,,0,15,75850,3.2,zroasto,40,0,https://foodpanda.pk/restaurant/a5qe/zroasto,Z'roasto,+923453109455,+923453109455,restaurants,dine_in,true,false,false,true,true,false,false,false
Z'roasto,92241,86,"Block N,  Block N B64 shop #3 block n North Nazimabad",,,,"Beverages, Shawarma, Sandwiches, Burgers, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/a5qe-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/a5qe-listing.jpg,24.9467865,67.0564336,0,,,0,15,75850,3.2,zroasto,40,0,https://foodpanda.pk/restaurant/a5qe/zroasto,Z'roasto,+923453109455,+923453109455,restaurants,dine_in,true,false,false,true,true,false,false,false
Nafees Kabab House & Fast Food,57363,86,"Shah Faisal colony No. 3, Near HBL Bank, Karachi",,,,"Wraps & Rolls, BBQ, Paratha, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/pud0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/pud0-listing.jpg,24.8814277,67.15209055,0,,,0,15,75230,3.8,nafees-kabab-house-and-fast-food,3459,14334,https://foodpanda.pk/restaurant/pud0/nafees-kabab-house-and-fast-food,NOMAN/IMRAN,+923212510066,+923212510066,restaurants,dine_in,true,false,false,true,false,false,false,false
Nafees Kabab House & Fast Food,57363,86,"Shah Faisal colony No. 3, Near HBL Bank, Karachi",,,,"Wraps & Rolls, BBQ, Paratha, Fast Food, Karahi & Handi",https://images.deliveryhero.io/image/fd-pk/LH/pud0-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/pud0-listing.jpg,24.8814277,67.15209055,0,,,0,15,75230,3.8,nafees-kabab-house-and-fast-food,3459,14334,https://foodpanda.pk/restaurant/pud0/nafees-kabab-house-and-fast-food,NOMAN/IMRAN,+923212510066,+923212510066,restaurants,dine_in,true,false,false,true,false,false,false,false
Top Ten Fast Food,4249,103,"Shop # 7, 8, Al-Noor Apartment, Block 7, Gulshan E Iqbal, Near Maskan, Karachi.",ce6cx,Top Ten Fast Food & BBQ - N.N (Panda Kitchen),s1tf,"Wraps & Rolls, Pasta, BBQ, Paratha, Pakistani, Sandwiches, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/s1tf-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s1tf-listing.jpg,24.93439445,67.10468075,17035,180,160,0,15,74000,4.1,top-ten-fast-food,4563,13217,https://foodpanda.pk/restaurant/s1tf/top-ten-fast-food,SYED RAZA ALI ZAIDI TEHNIYAT,,+922134993903,restaurants,dine_in,true,false,false,true,true,false,false,false
Top Ten Fast Food,4249,103,"Shop # 7, 8, Al-Noor Apartment, Block 7, Gulshan E Iqbal, Near Maskan, Karachi.",ce6cx,Top Ten Fast Food & BBQ - N.N (Panda Kitchen),s1tf,"Wraps & Rolls, Pasta, BBQ, Paratha, Pakistani, Sandwiches, Fast Food",https://images.deliveryhero.io/image/fd-pk/LH/s1tf-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/s1tf-listing.jpg,24.93439445,67.10468075,17035,180,160,0,15,74000,4.1,top-ten-fast-food,4563,13217,https://foodpanda.pk/restaurant/s1tf/top-ten-fast-food,SYED RAZA ALI ZAIDI TEHNIYAT,,+922134993903,restaurants,dine_in,true,false,false,true,true,false,false,false
Bake n Take,91022,103,"A-42, Sector U-2, Gulshan e Maymar, Karachi",,,,"Beverages, Biryani, Western, Ice Cream, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, Pasta, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/edah-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/edah-listing.jpg,25.0163062,67.1164478,17045,180,160,0,20,75340,4,bake-n-take-edah,107,11426,https://foodpanda.pk/restaurant/edah/bake-n-take-edah,Muntaha Mushtaque,+923321201240,+923321201240,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",platform_delivery,true,false,false,true,true,false,false,false
Bake n Take,91022,103,"A-42, Sector U-2, Gulshan e Maymar, Karachi",,,,"Beverages, Biryani, Western, Ice Cream, Healthy Food, Middle Eastern, Pakistani, Sandwiches, Japanese, Vegetarian, Pizza, Chinese, Thai, Cakes & Bakery, Continental, Tea & Coffee, Broast, Wraps & Rolls, Steak, Pasta, BBQ, Shawarma, Savouries, Pulao, Seafood, Desserts, Burgers, Fast Food, American",https://images.deliveryhero.io/image/fd-pk/LH/edah-hero.jpg,https://images.deliveryhero.io/image/fd-pk/LH/edah-listing.jpg,25.0163062,67.1164478,17045,180,160,0,20,75340,4,bake-n-take-edah,107,11426,https://foodpanda.pk/restaurant/edah/bake-n-take-edah,Muntaha Mushtaque,+923321201240,+923321201240,"beverages, bakery, drinks, restaurants, convenience, snacks_and_sweets, home_based_kitchen, bakery_and_dessert",platform_delivery,true,false,false,true,true,false,false,false
